timestamp,device,event,detail
1721200192.7065442,mouse,move,"(194, 628)"
1721200192.7085557,mouse,move,"(193, 628)"
1721200192.7095523,mouse,move,"(192, 628)"
1721200192.7121174,mouse,move,"(191, 628)"
1721200192.714324,mouse,move,"(190, 628)"
1721200192.7163196,mouse,move,"(189, 628)"
1721200192.7183137,mouse,move,"(188, 628)"
1721200192.720308,mouse,move,"(187, 628)"
1721200192.7223654,mouse,move,"(186, 628)"
1721200192.7243626,mouse,move,"(185, 628)"
1721200192.726357,mouse,move,"(184, 628)"
1721200192.7283516,mouse,move,"(183, 628)"
1721200192.7303462,mouse,move,"(182, 628)"
1721200192.7318568,mouse,move,"(181, 628)"
1721200192.7342472,mouse,move,"(180, 628)"
1721200192.736274,mouse,move,"(179, 628)"
1721200192.7554612,mouse,move,"(178, 628)"
1721200192.7554612,mouse,move,"(175, 629)"
1721200192.7564325,mouse,move,"(174, 629)"
1721200192.7640195,mouse,move,"(173, 629)"
1721200192.7745311,mouse,move,"(172, 629)"
1721200192.7860084,mouse,move,"(171, 629)"
1721200192.7984939,mouse,move,"(170, 629)"
1721200192.8019946,mouse,move,"(170, 630)"
1721200192.8240125,mouse,move,"(169, 630)"
1721200192.826006,mouse,move,"(168, 630)"
1721200193.0183728,mouse,press,"Button.left at (168, 630)"
1721200193.0796404,mouse,release,"Button.left at (168, 630)"
1721200193.1247892,mouse,move,"(168, 631)"
1721200193.2381573,mouse,move,"(169, 631)"
1721200193.2468498,mouse,move,"(170, 631)"
1721200193.2692933,mouse,move,"(171, 631)"
1721200193.2702901,mouse,move,"(175, 631)"
1721200193.2725754,mouse,move,"(176, 631)"
1721200193.2745697,mouse,move,"(177, 631)"
1721200193.2765641,mouse,move,"(177, 632)"
1721200193.278559,mouse,move,"(178, 632)"
1721200193.2795556,mouse,move,"(179, 632)"
1721200193.2820833,mouse,move,"(180, 632)"
1721200193.284416,mouse,move,"(181, 632)"
1721200193.2864096,mouse,move,"(182, 632)"
1721200193.2884045,mouse,move,"(183, 632)"
1721200193.2894082,mouse,move,"(184, 632)"
1721200193.291923,mouse,move,"(185, 632)"
1721200193.2943027,mouse,move,"(186, 632)"
1721200193.2962976,mouse,move,"(187, 632)"
1721200193.2982917,mouse,move,"(188, 633)"
1721200193.300286,mouse,move,"(189, 633)"
1721200193.3024974,mouse,move,"(190, 633)"
1721200193.303795,mouse,move,"(191, 633)"
1721200193.3067873,mouse,move,"(192, 633)"
1721200193.3087811,mouse,move,"(193, 633)"
1721200193.3097787,mouse,move,"(194, 633)"
1721200193.312297,mouse,move,"(195, 633)"
1721200193.3146765,mouse,move,"(196, 633)"
1721200193.3166683,mouse,move,"(197, 633)"
1721200193.3321419,mouse,move,"(198, 633)"
1721200193.3336153,mouse,move,"(211, 634)"
1721200193.3346124,mouse,move,"(213, 634)"
1721200193.3366194,mouse,move,"(215, 635)"
1721200193.3395994,mouse,move,"(217, 635)"
1721200193.3395994,mouse,move,"(219, 635)"
1721200193.342122,mouse,move,"(221, 635)"
1721200193.3441617,mouse,move,"(224, 635)"
1721200193.34616,mouse,move,"(227, 635)"
1721200193.3481522,mouse,move,"(230, 635)"
1721200193.3501456,mouse,move,"(233, 636)"
1721200193.3522654,mouse,move,"(236, 636)"
1721200193.3546433,mouse,move,"(239, 636)"
1721200193.3566272,mouse,move,"(242, 636)"
1721200193.3586211,mouse,move,"(245, 636)"
1721200193.3596191,mouse,move,"(248, 637)"
1721200193.3621356,mouse,move,"(251, 637)"
1721200193.3642533,mouse,move,"(254, 637)"
1721200193.3662474,mouse,move,"(257, 637)"
1721200193.3682427,mouse,move,"(260, 637)"
1721200193.370237,mouse,move,"(263, 638)"
1721200193.3723156,mouse,move,"(266, 638)"
1721200193.3745875,mouse,move,"(269, 638)"
1721200193.3765821,mouse,move,"(272, 638)"
1721200193.3785992,mouse,move,"(275, 639)"
1721200193.379574,mouse,move,"(278, 639)"
1721200193.3820915,mouse,move,"(281, 639)"
1721200193.3989222,mouse,move,"(284, 639)"
1721200193.3999188,mouse,move,"(304, 641)"
1721200193.400917,mouse,move,"(307, 641)"
1721200193.4019873,mouse,move,"(309, 642)"
1721200193.4053166,mouse,move,"(312, 642)"
1721200193.4063146,mouse,move,"(314, 642)"
1721200193.4083111,mouse,move,"(317, 643)"
1721200193.4103057,mouse,move,"(319, 643)"
1721200193.412334,mouse,move,"(321, 643)"
1721200193.4143286,mouse,move,"(324, 643)"
1721200193.4163232,mouse,move,"(326, 644)"
1721200193.4183176,mouse,move,"(329, 644)"
1721200193.4203455,mouse,move,"(331, 644)"
1721200193.4218934,mouse,move,"(333, 644)"
1721200193.4242098,mouse,move,"(335, 645)"
1721200193.426171,mouse,move,"(337, 645)"
1721200193.4281664,mouse,move,"(340, 645)"
1721200193.4306698,mouse,move,"(342, 645)"
1721200193.4321933,mouse,move,"(344, 645)"
1721200193.4345007,mouse,move,"(346, 646)"
1721200193.4364953,mouse,move,"(348, 646)"
1721200193.4384897,mouse,move,"(351, 646)"
1721200193.4394872,mouse,move,"(353, 646)"
1721200193.442032,mouse,move,"(355, 646)"
1721200193.4441645,mouse,move,"(357, 646)"
1721200193.4627073,mouse,move,"(359, 646)"
1721200193.4627073,mouse,move,"(375, 647)"
1721200193.464674,mouse,move,"(377, 647)"
1721200193.4666686,mouse,move,"(380, 647)"
1721200193.469663,mouse,move,"(382, 647)"
1721200193.469663,mouse,move,"(384, 647)"
1721200193.4722114,mouse,move,"(386, 647)"
1721200193.4741988,mouse,move,"(388, 647)"
1721200193.4761927,mouse,move,"(390, 647)"
1721200193.4781883,mouse,move,"(392, 647)"
1721200193.4801831,mouse,move,"(394, 647)"
1721200193.4821937,mouse,move,"(396, 647)"
1721200193.484297,mouse,move,"(398, 647)"
1721200193.486292,mouse,move,"(400, 647)"
1721200193.4882872,mouse,move,"(402, 647)"
1721200193.4902816,mouse,move,"(405, 647)"
1721200193.4918065,mouse,move,"(407, 647)"
1721200193.494265,mouse,move,"(409, 647)"
1721200193.496235,mouse,move,"(411, 647)"
1721200193.4982293,mouse,move,"(413, 647)"
1721200193.5002527,mouse,move,"(415, 647)"
1721200193.5022788,mouse,move,"(417, 648)"
1721200193.5045025,mouse,move,"(419, 648)"
1721200193.5065,mouse,move,"(421, 648)"
1721200193.5084674,mouse,move,"(423, 648)"
1721200193.5094645,mouse,move,"(425, 648)"
1721200193.5249398,mouse,move,"(427, 648)"
1721200193.5249398,mouse,move,"(435, 648)"
1721200193.5269172,mouse,move,"(437, 649)"
1721200193.5279014,mouse,move,"(438, 649)"
1721200193.532814,mouse,move,"(439, 649)"
1721200193.532814,mouse,move,"(440, 649)"
1721200193.5338097,mouse,move,"(441, 649)"
1721200193.5358043,mouse,move,"(442, 649)"
1721200193.537799,mouse,move,"(443, 649)"
1721200193.5397937,mouse,move,"(444, 649)"
1721200193.5423295,mouse,move,"(445, 649)"
1721200193.5443277,mouse,move,"(446, 649)"
1721200193.546322,mouse,move,"(447, 649)"
1721200193.5483162,mouse,move,"(448, 649)"
1721200193.550312,mouse,move,"(449, 649)"
1721200193.5523477,mouse,move,"(450, 649)"
1721200193.5543425,mouse,move,"(451, 649)"
1721200193.5563369,mouse,move,"(452, 649)"
1721200193.559328,mouse,move,"(453, 649)"
1721200193.634594,mouse,move,"(452, 649)"
1721200193.656309,mouse,move,"(451, 649)"
1721200193.6603315,mouse,move,"(450, 649)"
1721200193.6667075,mouse,move,"(449, 649)"
1721200193.6723235,mouse,move,"(448, 649)"
1721200193.674569,mouse,move,"(448, 650)"
1721200193.6785805,mouse,move,"(447, 650)"
1721200193.6821465,mouse,move,"(446, 650)"
1721200193.686179,mouse,move,"(445, 650)"
1721200193.6901383,mouse,move,"(444, 650)"
1721200193.693934,mouse,move,"(443, 650)"
1721200193.6959555,mouse,move,"(442, 650)"
1721200193.6999426,mouse,move,"(441, 650)"
1721200193.7020135,mouse,move,"(440, 650)"
1721200193.7043538,mouse,move,"(439, 650)"
1721200193.7198157,mouse,move,"(438, 651)"
1721200193.721323,mouse,move,"(433, 651)"
1721200193.7224066,mouse,move,"(432, 652)"
1721200193.7244253,mouse,move,"(431, 652)"
1721200193.7263954,mouse,move,"(430, 652)"
1721200193.7283897,mouse,move,"(429, 652)"
1721200193.729387,mouse,move,"(428, 652)"
1721200193.7324631,mouse,move,"(427, 652)"
1721200193.7344663,mouse,move,"(426, 652)"
1721200193.736428,mouse,move,"(425, 652)"
1721200193.738423,mouse,move,"(424, 652)"
1721200193.7394197,mouse,move,"(423, 652)"
1721200193.742003,mouse,move,"(422, 653)"
1721200193.7442706,mouse,move,"(421, 653)"
1721200193.7462652,mouse,move,"(420, 653)"
1721200193.7482593,mouse,move,"(419, 653)"
1721200193.7502542,mouse,move,"(418, 653)"
1721200193.7517564,mouse,move,"(417, 653)"
1721200193.7537558,mouse,move,"(416, 653)"
1721200193.7557507,mouse,move,"(415, 653)"
1721200193.7587423,mouse,move,"(414, 653)"
1721200193.7597399,mouse,move,"(413, 653)"
1721200193.7622552,mouse,move,"(412, 653)"
1721200193.764256,mouse,move,"(411, 653)"
1721200193.766278,mouse,move,"(410, 653)"
1721200193.7682717,mouse,move,"(409, 653)"
1721200193.7837696,mouse,move,"(408, 653)"
1721200193.7847385,mouse,move,"(403, 653)"
1721200193.7867332,mouse,move,"(402, 653)"
1721200193.788728,mouse,move,"(401, 653)"
1721200193.7935345,mouse,move,"(400, 653)"
1721200193.7935345,mouse,move,"(399, 653)"
1721200193.796497,mouse,move,"(398, 653)"
1721200193.7984924,mouse,move,"(397, 653)"
1721200193.799491,mouse,move,"(396, 653)"
1721200193.804343,mouse,move,"(395, 653)"
1721200193.80632,mouse,move,"(394, 653)"
1721200193.808314,mouse,move,"(393, 653)"
1721200193.811809,mouse,move,"(392, 653)"
1721200193.813807,mouse,move,"(391, 653)"
1721200193.8158014,mouse,move,"(390, 653)"
1721200193.8197906,mouse,move,"(389, 653)"
1721200193.8243287,mouse,move,"(388, 653)"
1721200193.8262954,mouse,move,"(388, 652)"
1721200193.8282893,mouse,move,"(387, 652)"
1721200193.8325672,mouse,move,"(386, 652)"
1721200193.8509674,mouse,move,"(385, 652)"
1721200193.8509674,mouse,move,"(383, 651)"
1721200193.851968,mouse,move,"(382, 651)"
1721200193.8583796,mouse,move,"(381, 651)"
1721200193.8688726,mouse,move,"(380, 651)"
1721200193.8786817,mouse,move,"(379, 651)"
1721200193.8842216,mouse,move,"(379, 650)"
1721200193.8862178,mouse,move,"(378, 650)"
1721200193.900047,mouse,move,"(377, 650)"
1721200193.9200006,mouse,move,"(376, 650)"
1721200193.9483562,mouse,move,"(376, 649)"
1721200194.4283473,mouse,move,"(375, 649)"
1721200194.4283473,mouse,move,"(374, 648)"
1721200194.4584656,mouse,move,"(373, 647)"
1721200194.6523645,mouse,move,"(373, 646)"
1721200194.69205,mouse,move,"(374, 646)"
1721200194.712207,mouse,move,"(375, 646)"
1721200194.719622,mouse,move,"(375, 645)"
1721200194.7362113,mouse,move,"(376, 645)"
1721200194.7372084,mouse,move,"(377, 645)"
1721200194.740225,mouse,move,"(378, 645)"
1721200194.7466736,mouse,move,"(379, 645)"
1721200194.7544909,mouse,move,"(380, 645)"
1721200194.7564843,mouse,move,"(380, 644)"
1721200194.7679858,mouse,move,"(381, 644)"
1721200194.7784686,mouse,move,"(382, 644)"
1721200194.794465,mouse,move,"(383, 644)"
1721200194.824982,mouse,move,"(384, 644)"
1721200194.8461108,mouse,move,"(385, 644)"
1721200194.8695548,mouse,move,"(386, 644)"
1721200194.8937228,mouse,move,"(387, 644)"
1721200194.8987093,mouse,move,"(388, 644)"
1721200194.9043925,mouse,move,"(389, 644)"
1721200194.9083815,mouse,move,"(390, 644)"
1721200194.9118755,mouse,move,"(391, 644)"
1721200194.9159806,mouse,move,"(392, 644)"
1721200194.9199948,mouse,move,"(393, 644)"
1721200194.9220755,mouse,move,"(394, 644)"
1721200194.9263113,mouse,move,"(395, 644)"
1721200194.9283066,mouse,move,"(396, 644)"
1721200194.9293046,mouse,move,"(397, 644)"
1721200194.9323297,mouse,move,"(398, 644)"
1721200194.934333,mouse,move,"(399, 644)"
1721200194.9363277,mouse,move,"(400, 645)"
1721200194.9383507,mouse,move,"(401, 645)"
1721200194.9393203,mouse,move,"(402, 645)"
1721200194.9418693,mouse,move,"(403, 645)"
1721200194.943866,mouse,move,"(404, 645)"
1721200194.963914,mouse,move,"(405, 645)"
1721200194.9648802,mouse,move,"(420, 645)"
1721200194.9658775,mouse,move,"(422, 645)"
1721200194.9698937,mouse,move,"(425, 645)"
1721200194.970864,mouse,move,"(428, 645)"
1721200194.9719193,mouse,move,"(431, 645)"
1721200194.973914,mouse,move,"(434, 645)"
1721200194.975908,mouse,move,"(438, 645)"
1721200194.9779036,mouse,move,"(442, 645)"
1721200194.9798994,mouse,move,"(446, 645)"
1721200194.9821653,mouse,move,"(450, 645)"
1721200194.9841616,mouse,move,"(455, 645)"
1721200194.9861562,mouse,move,"(460, 645)"
1721200194.9881513,mouse,move,"(465, 645)"
1721200194.9901462,mouse,move,"(470, 645)"
1721200194.9922101,mouse,move,"(476, 645)"
1721200194.994208,mouse,move,"(482, 645)"
1721200194.996203,mouse,move,"(488, 645)"
1721200194.998198,mouse,move,"(494, 645)"
1721200195.0001917,mouse,move,"(500, 645)"
1721200195.002399,mouse,move,"(507, 645)"
1721200195.0046492,mouse,move,"(514, 645)"
1721200195.0066433,mouse,move,"(521, 645)"
1721200195.0086377,mouse,move,"(528, 645)"
1721200195.0096362,mouse,move,"(536, 645)"
1721200195.0265133,mouse,move,"(596, 646)"
1721200195.0265133,mouse,move,"(605, 646)"
1721200195.0284934,mouse,move,"(614, 646)"
1721200195.0309966,mouse,move,"(624, 647)"
1721200195.0335517,mouse,move,"(634, 647)"
1721200195.0345511,mouse,move,"(644, 647)"
1721200195.0365715,mouse,move,"(654, 647)"
1721200195.0385675,mouse,move,"(664, 648)"
1721200195.039538,mouse,move,"(675, 648)"
1721200195.0420554,mouse,move,"(686, 649)"
1721200195.0443153,mouse,move,"(697, 649)"
1721200195.0463102,mouse,move,"(708, 650)"
1721200195.0483055,mouse,move,"(719, 650)"
1721200195.0493026,mouse,move,"(730, 651)"
1721200195.0518923,mouse,move,"(741, 652)"
1721200195.054192,mouse,move,"(753, 653)"
1721200195.056187,mouse,move,"(765, 653)"
1721200195.0581813,mouse,move,"(777, 654)"
1721200195.060176,mouse,move,"(789, 655)"
1721200195.0622551,mouse,move,"(801, 656)"
1721200195.0645185,mouse,move,"(813, 656)"
1721200195.0665123,mouse,move,"(826, 657)"
1721200195.0685074,mouse,move,"(839, 658)"
1721200195.0695052,mouse,move,"(852, 658)"
1721200195.072022,mouse,move,"(865, 659)"
1721200195.0743124,mouse,move,"(877, 660)"
1721200195.095498,mouse,move,"(890, 660)"
1721200195.096498,mouse,move,"(1009, 664)"
1721200195.096498,mouse,move,"(1023, 664)"
1721200195.0984895,mouse,move,"(1037, 664)"
1721200195.0995169,mouse,move,"(1050, 664)"
1721200195.1020958,mouse,move,"(1063, 664)"
1721200195.1044393,mouse,move,"(1076, 664)"
1721200195.1064613,mouse,move,"(1089, 664)"
1721200195.108447,mouse,move,"(1102, 663)"
1721200195.1094263,mouse,move,"(1115, 663)"
1721200195.1119418,mouse,move,"(1128, 662)"
1721200195.1149395,mouse,move,"(1141, 662)"
1721200195.1159315,mouse,move,"(1154, 661)"
1721200195.1179261,mouse,move,"(1167, 661)"
1721200195.11992,mouse,move,"(1180, 660)"
1721200195.121955,mouse,move,"(1193, 660)"
1721200195.1239524,mouse,move,"(1205, 659)"
1721200195.1259477,mouse,move,"(1217, 658)"
1721200195.1279416,mouse,move,"(1229, 657)"
1721200195.1299365,mouse,move,"(1241, 656)"
1721200195.1327,mouse,move,"(1252, 655)"
1721200195.133766,mouse,move,"(1263, 654)"
1721200195.1357627,mouse,move,"(1274, 653)"
1721200195.1387548,mouse,move,"(1285, 652)"
1721200195.1397521,mouse,move,"(1296, 651)"
1721200195.1580749,mouse,move,"(1307, 650)"
1721200195.1580749,mouse,move,"(1386, 642)"
1721200195.161045,mouse,move,"(1395, 641)"
1721200195.1625361,mouse,move,"(1404, 639)"
1721200195.1647594,mouse,move,"(1412, 638)"
1721200195.1667278,mouse,move,"(1420, 637)"
1721200195.168723,mouse,move,"(1428, 636)"
1721200195.1697183,mouse,move,"(1436, 635)"
1721200195.1722674,mouse,move,"(1444, 634)"
1721200195.1744506,mouse,move,"(1452, 633)"
1721200195.176419,mouse,move,"(1460, 632)"
1721200195.1784148,mouse,move,"(1468, 631)"
1721200195.179412,mouse,move,"(1476, 630)"
1721200195.1819289,mouse,move,"(1483, 629)"
1721200195.183926,mouse,move,"(1490, 628)"
1721200195.1859474,mouse,move,"(1497, 627)"
1721200195.1879156,mouse,move,"(1504, 626)"
1721200195.1899097,mouse,move,"(1511, 625)"
1721200195.1920135,mouse,move,"(1518, 624)"
1721200195.194333,mouse,move,"(1525, 623)"
1721200195.1963284,mouse,move,"(1532, 623)"
1721200195.1983232,mouse,move,"(1539, 622)"
1721200195.2003179,mouse,move,"(1545, 622)"
1721200195.202534,mouse,move,"(1552, 622)"
1721200195.2045312,mouse,move,"(1558, 621)"
1721200195.2210133,mouse,move,"(1564, 621)"
1721200195.2215178,mouse,move,"(1606, 620)"
1721200195.2225833,mouse,move,"(1612, 620)"
1721200195.225606,mouse,move,"(1618, 620)"
1721200195.2265742,mouse,move,"(1624, 620)"
1721200195.2285693,mouse,move,"(1629, 620)"
1721200195.229568,mouse,move,"(1635, 620)"
1721200195.2325916,mouse,move,"(1640, 620)"
1721200195.2339427,mouse,move,"(1645, 620)"
1721200195.2359374,mouse,move,"(1650, 620)"
1721200195.2379322,mouse,move,"(1655, 620)"
1721200195.2399268,mouse,move,"(1660, 620)"
1721200195.2419758,mouse,move,"(1665, 620)"
1721200195.244306,mouse,move,"(1669, 620)"
1721200195.2463007,mouse,move,"(1673, 620)"
1721200195.2482946,mouse,move,"(1677, 620)"
1721200195.25029,mouse,move,"(1681, 620)"
1721200195.2523174,mouse,move,"(1685, 621)"
1721200195.2544363,mouse,move,"(1689, 621)"
1721200195.2564304,mouse,move,"(1693, 621)"
1721200195.2584262,mouse,move,"(1697, 622)"
1721200195.2594228,mouse,move,"(1700, 622)"
1721200195.261938,mouse,move,"(1703, 622)"
1721200195.2641373,mouse,move,"(1706, 623)"
1721200195.284159,mouse,move,"(1726, 625)"
1721200195.284159,mouse,move,"(1727, 625)"
1721200195.2871513,mouse,move,"(1728, 625)"
1721200195.2881482,mouse,move,"(1729, 626)"
1721200195.2901437,mouse,move,"(1730, 626)"
1721200195.2922323,mouse,move,"(1731, 626)"
1721200195.2947052,mouse,move,"(1732, 626)"
1721200195.3022323,mouse,move,"(1733, 626)"
1721200195.3121796,mouse,move,"(1733, 627)"
1721200195.3280492,mouse,move,"(1733, 628)"
1721200195.3542264,mouse,move,"(1733, 629)"
1721200195.3542264,mouse,move,"(1729, 633)"
1721200195.3562272,mouse,move,"(1728, 634)"
1721200195.3581853,mouse,move,"(1728, 635)"
1721200195.3601804,mouse,move,"(1728, 636)"
1721200195.3627093,mouse,move,"(1727, 636)"
1721200195.3646753,mouse,move,"(1726, 637)"
1721200195.3666701,mouse,move,"(1726, 638)"
1721200195.3686643,mouse,move,"(1725, 639)"
1721200195.369663,mouse,move,"(1725, 640)"
1721200195.372231,mouse,move,"(1724, 641)"
1721200195.3746135,mouse,move,"(1724, 642)"
1721200195.3766072,mouse,move,"(1723, 643)"
1721200195.3786016,mouse,move,"(1722, 644)"
1721200195.3796287,mouse,move,"(1722, 645)"
1721200195.3821733,mouse,move,"(1721, 646)"
1721200195.38417,mouse,move,"(1720, 647)"
1721200195.3861644,mouse,move,"(1720, 648)"
1721200195.388159,mouse,move,"(1719, 650)"
1721200195.3901541,mouse,move,"(1718, 651)"
1721200195.391655,mouse,move,"(1717, 653)"
1721200195.3940804,mouse,move,"(1717, 655)"
1721200195.396046,mouse,move,"(1716, 657)"
1721200195.3980398,mouse,move,"(1715, 659)"
1721200195.4159713,mouse,move,"(1711, 678)"
1721200195.4169707,mouse,move,"(1710, 681)"
1721200195.4179955,mouse,move,"(1709, 684)"
1721200195.4199917,mouse,move,"(1709, 687)"
1721200195.422081,mouse,move,"(1709, 690)"
1721200195.4243827,mouse,move,"(1708, 693)"
1721200195.4263787,mouse,move,"(1708, 696)"
1721200195.4284,mouse,move,"(1707, 699)"
1721200195.4293985,mouse,move,"(1706, 703)"
1721200195.432421,mouse,move,"(1706, 707)"
1721200195.4344528,mouse,move,"(1705, 710)"
1721200195.4364471,mouse,move,"(1704, 714)"
1721200195.4384425,mouse,move,"(1703, 718)"
1721200195.4394147,mouse,move,"(1703, 722)"
1721200195.4419456,mouse,move,"(1702, 726)"
1721200195.4442816,mouse,move,"(1701, 730)"
1721200195.446276,mouse,move,"(1700, 733)"
1721200195.4482713,mouse,move,"(1699, 737)"
1721200195.4502656,mouse,move,"(1698, 741)"
1721200195.4517667,mouse,move,"(1697, 745)"
1721200195.4537659,mouse,move,"(1696, 749)"
1721200195.455761,mouse,move,"(1695, 753)"
1721200195.4577568,mouse,move,"(1694, 757)"
1721200195.4597504,mouse,move,"(1693, 761)"
1721200195.4622967,mouse,move,"(1692, 765)"
1721200195.4801683,mouse,move,"(1682, 792)"
1721200195.4811473,mouse,move,"(1680, 795)"
1721200195.4835393,mouse,move,"(1678, 798)"
1721200195.4845364,mouse,move,"(1677, 801)"
1721200195.4865324,mouse,move,"(1675, 804)"
1721200195.4885252,mouse,move,"(1673, 807)"
1721200195.489523,mouse,move,"(1672, 810)"
1721200195.492043,mouse,move,"(1670, 813)"
1721200195.4940405,mouse,move,"(1668, 816)"
1721200195.496035,mouse,move,"(1667, 818)"
1721200195.4980545,mouse,move,"(1666, 820)"
1721200195.5000243,mouse,move,"(1664, 822)"
1721200195.501525,mouse,move,"(1663, 824)"
1721200195.503972,mouse,move,"(1661, 826)"
1721200195.5059962,mouse,move,"(1660, 828)"
1721200195.5079615,mouse,move,"(1659, 830)"
1721200195.5099564,mouse,move,"(1658, 832)"
1721200195.5124567,mouse,move,"(1657, 834)"
1721200195.5144541,mouse,move,"(1655, 836)"
1721200195.5164475,mouse,move,"(1654, 838)"
1721200195.5184429,mouse,move,"(1653, 840)"
1721200195.5194402,mouse,move,"(1652, 842)"
1721200195.521984,mouse,move,"(1651, 844)"
1721200195.5440078,mouse,move,"(1650, 845)"
1721200195.545004,mouse,move,"(1643, 861)"
1721200195.5460017,mouse,move,"(1642, 863)"
1721200195.5479953,mouse,move,"(1642, 864)"
1721200195.5520146,mouse,move,"(1642, 865)"
1721200195.5520146,mouse,move,"(1642, 867)"
1721200195.5543375,mouse,move,"(1642, 868)"
1721200195.556336,mouse,move,"(1642, 870)"
1721200195.5583558,mouse,move,"(1642, 871)"
1721200195.5603218,mouse,move,"(1642, 873)"
1721200195.5618222,mouse,move,"(1642, 874)"
1721200195.5638201,mouse,move,"(1642, 876)"
1721200195.565814,mouse,move,"(1642, 877)"
1721200195.5678332,mouse,move,"(1642, 879)"
1721200195.569803,mouse,move,"(1642, 880)"
1721200195.5725935,mouse,move,"(1642, 882)"
1721200195.574607,mouse,move,"(1643, 883)"
1721200195.5765824,mouse,move,"(1643, 885)"
1721200195.578602,mouse,move,"(1643, 886)"
1721200195.5795753,mouse,move,"(1644, 888)"
1721200195.5821352,mouse,move,"(1644, 889)"
1721200195.5843878,mouse,move,"(1645, 891)"
1721200195.5863826,mouse,move,"(1645, 893)"
1721200195.588402,mouse,move,"(1646, 894)"
1721200195.5893998,mouse,move,"(1647, 896)"
1721200195.5919147,mouse,move,"(1647, 898)"
1721200195.5941756,mouse,move,"(1648, 900)"
1721200195.6133742,mouse,move,"(1648, 902)"
1721200195.614403,mouse,move,"(1652, 918)"
1721200195.614403,mouse,move,"(1653, 920)"
1721200195.6183631,mouse,move,"(1653, 922)"
1721200195.6183631,mouse,move,"(1654, 924)"
1721200195.6208692,mouse,move,"(1654, 926)"
1721200195.6218834,mouse,move,"(1655, 928)"
1721200195.6238797,mouse,move,"(1655, 930)"
1721200195.6258755,mouse,move,"(1656, 932)"
1721200195.6278691,mouse,move,"(1656, 934)"
1721200195.6298957,mouse,move,"(1657, 936)"
1721200195.6321967,mouse,move,"(1657, 938)"
1721200195.6345243,mouse,move,"(1658, 940)"
1721200195.6365142,mouse,move,"(1659, 942)"
1721200195.6384835,mouse,move,"(1660, 944)"
1721200195.6394818,mouse,move,"(1661, 946)"
1721200195.6420217,mouse,move,"(1661, 948)"
1721200195.643994,mouse,move,"(1662, 950)"
1721200195.6459885,mouse,move,"(1663, 952)"
1721200195.6479836,mouse,move,"(1664, 954)"
1721200195.6499782,mouse,move,"(1665, 956)"
1721200195.6524816,mouse,move,"(1666, 958)"
1721200195.6544807,mouse,move,"(1667, 960)"
1721200195.656475,mouse,move,"(1668, 962)"
1721200195.6584697,mouse,move,"(1669, 964)"
1721200195.6594677,mouse,move,"(1670, 966)"
1721200195.6619883,mouse,move,"(1671, 967)"
1721200195.6639862,mouse,move,"(1672, 969)"
1721200195.6659808,mouse,move,"(1673, 970)"
1721200195.667976,mouse,move,"(1674, 971)"
1721200195.6699708,mouse,move,"(1675, 972)"
1721200195.672472,mouse,move,"(1676, 973)"
1721200195.6744702,mouse,move,"(1677, 975)"
1721200195.6764646,mouse,move,"(1677, 976)"
1721200195.6784592,mouse,move,"(1678, 977)"
1721200195.6988697,mouse,move,"(1679, 978)"
1721200195.6988697,mouse,move,"(1684, 986)"
1721200195.7020354,mouse,move,"(1685, 987)"
1721200195.7080214,mouse,move,"(1686, 988)"
1721200195.7145157,mouse,move,"(1687, 989)"
1721200195.7221248,mouse,move,"(1687, 990)"
1721200195.7264686,mouse,move,"(1688, 990)"
1721200195.7363737,mouse,move,"(1688, 991)"
1721200195.750144,mouse,move,"(1688, 992)"
1721200195.7694483,mouse,move,"(1688, 993)"
1721200195.7694483,mouse,move,"(1687, 994)"
1721200195.7694483,mouse,move,"(1686, 994)"
1721200195.7742865,mouse,move,"(1685, 995)"
1721200195.7783067,mouse,move,"(1684, 995)"
1721200195.7802975,mouse,move,"(1684, 996)"
1721200195.7823215,mouse,move,"(1683, 996)"
1721200195.7846391,mouse,move,"(1682, 997)"
1721200195.7866337,mouse,move,"(1681, 997)"
1721200195.7886276,mouse,move,"(1680, 998)"
1721200195.7896254,mouse,move,"(1679, 998)"
1721200195.7921665,mouse,move,"(1678, 998)"
1721200195.794379,mouse,move,"(1677, 999)"
1721200195.7963743,mouse,move,"(1676, 999)"
1721200195.798369,mouse,move,"(1675, 999)"
1721200195.7993665,mouse,move,"(1674, 1000)"
1721200195.801881,mouse,move,"(1672, 1000)"
1721200195.8042214,mouse,move,"(1670, 1001)"
1721200195.806188,mouse,move,"(1668, 1001)"
1721200195.8081832,mouse,move,"(1666, 1001)"
1721200195.8101778,mouse,move,"(1664, 1002)"
1721200195.812277,mouse,move,"(1662, 1002)"
1721200195.8350387,mouse,move,"(1660, 1002)"
1721200195.8360746,mouse,move,"(1624, 1004)"
1721200195.8360746,mouse,move,"(1619, 1004)"
1721200195.8380308,mouse,move,"(1614, 1004)"
1721200195.8400252,mouse,move,"(1609, 1004)"
1721200195.8431756,mouse,move,"(1604, 1004)"
1721200195.8441756,mouse,move,"(1599, 1004)"
1721200195.8461704,mouse,move,"(1593, 1004)"
1721200195.8481658,mouse,move,"(1587, 1003)"
1721200195.8501928,mouse,move,"(1581, 1003)"
1721200195.8522422,mouse,move,"(1574, 1003)"
1721200195.8544927,mouse,move,"(1567, 1002)"
1721200195.8565135,mouse,move,"(1560, 1002)"
1721200195.858508,mouse,move,"(1553, 1002)"
